date,FSS,FSSminus,FSSstar
1q1990,0.02356262403219946,0.025379433714397517,0.027196243396595578
2q1990,0.02005939919178149,0.02322411022931983,0.02638882126685817
3q1990,0.019728506787330315,0.023650075414781296,0.027571644042232276
4q1990,0.022976819845465637,0.0251796123085265,0.027382404771587366
1q1991,0.02394858008096165,0.025957170668397145,0.02796576125583264
2q1991,0.013330829891100264,0.01943297033420954,0.025535110777318813
3q1991,0.01702542563564089,0.02190054751368784,0.026775669391734792
4q1991,0.022028591905246878,0.02448040436045415,0.026932216815661422
1q1992,0.024062095730918498,0.02574385510996119,0.02742561448900388
2q1992,0.008376193975018369,0.01689933872152829,0.025422483468038208
3q1992,0.00859697386519945,0.018225584594222834,0.027854195323246216
4q1992,0.02058773278660516,0.023364086793097556,0.026140440799589954
1q1993,0.007569613409029468,0.016490943498242767,0.02541227358745607
2q1993,0.0048802129547471165,0.010869565217391304,0.01685891748003549
3q1993,0.00685785536159601,0.014650872817955112,0.022443890274314215
4q1993,-0.002450313095562211,0.00871222433977675,0.01987476177511571
1q1994,0.00024648755237860487,0.009366526990386986,0.018486566428395367
2q1994,0.003297997644287397,0.01060070671378092,0.01790341578327444
3q1994,0.00428921568627451,0.01011029411764706,0.015931372549019607
4q1994,0.0,0.0071645081289611464,0.014329016257922293
1q1995,0.006970069700697007,0.012095120951209511,0.017220172201722016
2q1995,0.0022893772893772895,0.012133699633699634,0.02197802197802198
3q1995,0.00933977455716586,0.015136876006441223,0.020933977455716585
4q1995,-0.0003201024327784891,0.008962868117797696,0.01824583866837388
1q1996,-0.0003700962250185048,0.009437453737971873,0.01924500370096225
2q1996,0.0037302725968436155,0.010808225729316117,0.01788617886178862
3q1996,0.013632365875109938,0.014511873350923483,0.015391380826737027
4q1996,0.017572815533980584,0.018349514563106795,0.01912621359223301
1q1997,0.00399963137038061,0.011648695972721407,0.019297760575062207
2q1997,0.012740791701947501,0.01285986452159187,0.01297893734123624
3q1997,0.0015127583368556873,0.010033147204734043,0.0185535360726124
4q1997,0.0037139179996322855,0.00996506710792425,0.016216216216216217
1q1998,0.0023083936296095127,0.013850361777657078,0.025392329925704643
2q1998,0.008248669569424286,0.014175133043057571,0.020101596516690856
3q1998,0.01805351112650446,0.024157935752013162,0.030262360377521863
4q1998,0.006333652007648184,0.010772329964490577,0.015211007921332969
1q1999,-0.004798790855847346,0.005082184016625732,0.01496315888909881
2q1999,0.011069460275678915,0.011292729644296643,0.01151599901291437
3q1999,0.0014818078055227378,0.01015238591081119,0.01882296401609964
4q1999,0.004798861511475898,0.010325826148830899,0.0158527907861859
1q2000,0.0015396068081074679,0.007901059114133928,0.01426251142016039
2q2000,0.014887773463396155,0.015134008902358179,0.0153802443413202
3q2000,0.019637910565888404,0.01983577364463791,0.020033636723387416
4q2000,0.014369974904493215,0.01938907626156871,0.024408177618644205
1q2001,0.01617255191137777,0.02250749970671538,0.028842447502052993
2q2001,0.021105951878429716,0.026053186998733643,0.031000422119037568
3q2001,0.022396794669787962,0.03448431098906046,0.04657182730833296
4q2001,0.008573846009213125,0.02254395036194416,0.03651405471467519
1q2002,-0.003970880211780278,0.014798882270755202,0.03356864475329068
2q2002,0.02460545905707196,0.024655086848635235,0.02470471464019851
3q2002,0.002627238626246114,0.015442324814268825,0.028257411002291535
4q2002,0.005049084205694656,0.01990020285177014,0.03475132149784563
1q2003,0.028408476592064007,0.028705806033084657,0.02900313547410531
2q2003,0.010934331617532366,0.01923256902199345,0.027530806426454533
3q2003,0.02463475628482429,0.02463475628482429,0.02463475628482429
4q2003,0.0037108328537693728,0.012065167781239458,0.02041950270870954
1q2004,0.01753078239743802,0.01783446524211805,0.01813814808679808
2q2004,-0.004037685060565276,0.008075370121130552,0.020188425302826378
3q2004,-0.002669717772692601,0.009916094584286803,0.02250190694126621
4q2004,-0.003937007874015748,0.007480314960629921,0.01889763779527559
1q2005,-0.002162162162162162,0.007927927927927928,0.018018018018018018
2q2005,-0.002510760401721664,0.010401721664275465,0.023314203730272598
3q2005,0.0035195776506819184,0.012758468983721953,0.02199736031676199
4q2005,-0.00432152117545376,0.008210890233362144,0.020743301642178046
1q2006,-0.003871876099964801,0.007039774727208729,0.01795142555438226
2q2006,0.003851358384511294,0.010018736338086812,0.01618611429166233
3q2006,0.009128630705394191,0.013278008298755186,0.017427385892116183
4q2006,0.006202116016052536,0.014593214155417731,0.022984312294782927
1q2007,0.009009009009009009,0.016891891891891893,0.024774774774774775
2q2007,0.0057027843005702785,0.01274740020127474,0.019792016101979202
3q2007,0.016916780354706683,0.025375170532060027,0.03383356070941337
4q2007,0.016639458725881635,0.02667033809964007,0.0367012174733985
1q2008,0.019105077928607342,0.024635495223730517,0.030165912518853696
2q2008,0.010174797808505087,0.018001565353509,0.025828332898512916
3q2008,0.025075225677031094,0.029421598127716483,0.03376797057840187
4q2008,0.020572811617587738,0.02501008471157725,0.02944735780556676
1q2009,0.018500948766603416,0.024430740037950663,0.030360531309297913
2q2009,0.005006489894307436,0.017059150750973483,0.029111811607639534
3q2009,-0.0036433776253750536,0.01264466352336048,0.028932704672096014
4q2009,0.009108527131782946,0.01686046511627907,0.024612403100775195
1q2010,0.003982197235886624,0.013586319981260248,0.023190442726633873
2q2010,0.004291845493562232,0.0148263753413968,0.02536090518923137
3q2010,0.0039164490861618795,0.014360313315926894,0.024804177545691905
4q2010,0.0006984866123399302,0.012805587892898719,0.024912689173457507
1q2011,-0.0029940119760479044,0.009903270382312299,0.0228005527406725
2q2011,0.006464556397681676,0.01560410164957646,0.024743646901471242
3q2011,0.01804711246200608,0.021846504559270518,0.025645896656534953
4q2011,0.003281378178835111,0.01251025430680886,0.021739130434782608
1q2012,-0.004060186290900406,0.009314545020300932,0.022689276331502268
2q2012,0.008305968707745798,0.016418775352520766,0.024531581997295732
3q2012,0.00393623302499508,0.014564062192481795,0.02519189135996851
4q2012,0.00593897194347737,0.01331148883882859,0.02068400573417981
1q2013,0.010067803575097596,0.014793507294020958,0.019519211012944317
2q2013,-0.002398081534772182,0.00977679394945582,0.02195166943368382
3q2013,0.009835364549925165,0.01646354500748343,0.023091725465041693
4q2013,0.007727432384966632,0.014401123990165085,0.02107481559536354
1q2014,0.01791320406278855,0.018467220683287166,0.01902123730378578
2q2014,-0.0013650546021840874,0.007215288611544462,0.01579563182527301
3q2014,-0.0018580453363062058,0.008361204013377926,0.01858045336306206
4q2014,0.0022675736961451248,0.009977324263038548,0.017687074829931974
1q2015,0.001971326164874552,0.008960573476702509,0.015949820788530467
2q2015,-0.002748763056624519,0.009895547003848268,0.022539857064321055
3q2015,0.0055346906503261515,0.01541806681162285,0.02530144297291955
4q2015,0.0022839741149600305,0.01218119527978683,0.022078416444613627
1q2016,0.010596026490066225,0.0174077578051088,0.024219489120151372
2q2016,0.005736823234134099,0.014162782359268555,0.022588741484403013
3q2016,0.0016485328058028356,0.00972634355423673,0.017804154302670624
4q2016,-0.000350385423966363,0.007358093903293623,0.015066573230553609
1q2017,-0.0026354801515401085,0.005435677812551474,0.013506835776643057
2q2017,-0.0008700191404210892,0.0067861492952844965,0.014442317730990082
3q2017,0.004297009281540048,0.009109659676864902,0.013922310072189756
4q2017,0.00466653704063776,0.00991639121135524,0.01516624538207272
1q2018,0.003543307086614173,0.00984251968503937,0.016141732283464567
2q2018,-0.0006031363088057901,0.006835544833132288,0.014274225975070366
3q2018,0.0012099213551119178,0.007057874571486187,0.012905827787860456
4q2018,0.007689678742310321,0.014354066985645933,0.021018455228981544
1q2019,0.0,0.00995575221238938,0.01991150442477876
2q2019,0.016771488469601678,0.01729559748427673,0.01781970649895178
